title,genres,year,imdbId
Sleepless in Seattle,"['Comedy', 'Drama', 'Romance']",1993,108160
Sliver,['Thriller'],1993,108162
Blade Runner,"['Action', 'Sci-Fi', 'Thriller']",1982,83658
Son in Law,"['Comedy', 'Drama', 'Romance']",1993,108186
So I Married an Axe Murderer,"['Comedy', 'Romance', 'Thriller']",1993,108174
Striking Distance,"['Action', 'Crime']",1993,108238
Super Mario Bros.,"['Action', 'Adventure', 'Children', 'Comedy', 'Fantasy', 'Sci-Fi']",1993,108255
Surviving the Game,"['Action', 'Adventure', 'Thriller']",1994,111323
Terminal Velocity,"['Action', 'Mystery', 'Thriller']",1994,111400
Thirty-Two Short Films About Glenn Gould,"['Drama', 'Musical']",1993,108328
Threesome,"['Comedy', 'Romance']",1994,111418
The Nightmare Before Christmas,"['Animation', 'Children', 'Fantasy', 'Musical']",1993,107688
The Three Musketeers,"['Action', 'Adventure', 'Comedy', 'Romance']",1993,108333
Tombstone,"['Action', 'Drama', 'Western']",1993,108358
True Romance,"['Crime', 'Thriller']",1993,108399
The War Room,['Documentary'],1993,108515
The Pagemaster,"['Action', 'Adventure', 'Animation', 'Children', 'Fantasy']",1994,110763
Welcome to the Dollhouse,"['Comedy', 'Drama']",1995,114906
Germinal,"['Drama', 'Romance']",1993,107002
Chasers,['Comedy'],1994,109403
Kika,"['Comedy', 'Drama']",1993,107315
Bhaji on the Beach,"['Comedy', 'Drama']",1993,106408
Little Big League,"['Comedy', 'Drama']",1994,110363
"Ciao, Professore! (Io speriamo che me la cavo)",['Drama'],1992,107225
Spanking the Monkey,"['Comedy', 'Drama']",1994,111252
The Little Rascals,"['Children', 'Comedy']",1994,110366
Andre,"['Adventure', 'Children', 'Drama']",1994,109120
"Escort, The (Scorta, La)","['Crime', 'Thriller']",1993,108059
Princess Caraboo,['Drama'],1994,110892
The Celluloid Closet,['Documentary'],1995,112651
Dear Diary (Caro Diario),"['Comedy', 'Drama']",1994,109382
The Brady Bunch Movie,['Comedy'],1995,112572
Home Alone,"['Children', 'Comedy']",1990,99785
Ghost,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Thriller']",1990,99653
Aladdin,"['Adventure', 'Animation', 'Children', 'Comedy', 'Musical']",1992,103639
Terminator 2: Judgment Day,"['Action', 'Sci-Fi']",1991,103064
Dances with Wolves,"['Adventure', 'Drama', 'Western']",1990,99348
Batman,"['Action', 'Crime', 'Thriller']",1989,96895
The Silence of the Lambs,"['Crime', 'Horror', 'Thriller']",1991,102926
Snow White and the Seven Dwarfs,"['Animation', 'Children', 'Drama', 'Fantasy', 'Musical']",1937,29583
Beauty and the Beast,"['Animation', 'Children', 'Fantasy', 'Musical', 'Romance', 'IMAX']",1991,101414
Pinocchio,"['Animation', 'Children', 'Fantasy', 'Musical']",1940,32910
Pretty Woman,"['Comedy', 'Romance']",1990,100405
The Wild Bunch,"['Adventure', 'Western']",1969,65214
Love and a .45,"['Action', 'Comedy', 'Crime']",1994,110395
A Great Day in Harlem,['Documentary'],1994,109934
One Fine Day,"['Drama', 'Romance']",1996,117247
Candyman: Farewell to the Flesh,"['Fantasy', 'Horror']",1995,112625
Fargo,"['Comedy', 'Crime', 'Drama', 'Thriller']",1996,116282
Homeward Bound II: Lost in San Francisco,"['Adventure', 'Children']",1996,116552
Heavy Metal,"['Action', 'Adventure', 'Animation', 'Horror', 'Sci-Fi']",1981,82509
Hellraiser: Bloodline,"['Action', 'Horror', 'Sci-Fi']",1996,116514
The Pallbearer,['Comedy'],1996,117283
Jane Eyre,"['Drama', 'Romance']",1996,116684
Bread and Chocolate (Pane e cioccolata),"['Comedy', 'Drama']",1973,70506
The Aristocats,"['Animation', 'Children']",1970,65421
"Flower of My Secret, The (La flor de mi secreto)","['Comedy', 'Drama']",1995,113083
Two Much,"['Comedy', 'Romance']",1995,118001
Ed,['Comedy'],1996,116165
A Thin Line Between Love and Hate,['Comedy'],1996,117891
The Last Supper,"['Drama', 'Thriller']",1995,113613
Primal Fear,"['Crime', 'Drama', 'Mystery', 'Thriller']",1996,117381
All Dogs Go to Heaven 2,"['Adventure', 'Animation', 'Children', 'Fantasy', 'Musical', 'Romance']",1996,115509
Land and Freedom (Tierra y libertad),"['Drama', 'War']",1995,114671
Denise Calls Up,['Comedy'],1995,112844
Theodore Rex,['Comedy'],1995,114658
A Family Thing,"['Comedy', 'Drama']",1996,116275
Frisk,['Drama'],1995,113122
Sgt. Bilko,['Comedy'],1996,117608
Jack and Sarah,['Romance'],1995,113448
Girl 6,"['Comedy', 'Drama']",1996,116414
Diabolique,"['Drama', 'Thriller']",1996,116095
Nelly & Monsieur Arnaud,['Drama'],1995,113947
Courage Under Fire,"['Action', 'Crime', 'Drama', 'War']",1996,115956
Mission: Impossible,"['Action', 'Adventure', 'Mystery', 'Thriller']",1996,117060
Cold Fever (Á köldum klaka),"['Comedy', 'Drama']",1995,109028
Moll Flanders,['Drama'],1996,117071
Dragonheart,"['Action', 'Adventure', 'Fantasy']",1996,116136
Eddie,['Comedy'],1996,116168
James and the Giant Peach,"['Adventure', 'Animation', 'Children', 'Fantasy', 'Musical']",1996,116683
Fear,['Thriller'],1996,116287
Kids in the Hall: Brain Candy,['Comedy'],1996,116768
Underground,"['Comedy', 'Drama', 'War']",1995,114787
Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite),['Action'],1996,112536
Song of the Little Road (Pather Panchali),['Drama'],1955,48473
"World of Apu, The (Apur Sansar)",['Drama'],1959,52572
Mystery Science Theater 3000: The Movie,"['Comedy', 'Sci-Fi']",1996,117128
Space Jam,"['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy', 'Sci-Fi']",1996,117705
Barbarella,"['Adventure', 'Comedy', 'Sci-Fi']",1968,62711
Some Folks Call It a Sling Blade,"['Drama', 'Thriller']",1993,108181
The Run of the Country,['Drama'],1995,114307
"Alphaville (Alphaville, une étrange aventure de Lemmy Caution)","['Drama', 'Mystery', 'Romance', 'Sci-Fi', 'Thriller']",1965,58898
It's My Party,['Drama'],1996,113443
Operation Dumbo Drop,"['Action', 'Adventure', 'Comedy', 'War']",1995,114048
Mrs. Winterbourne,"['Comedy', 'Romance']",1996,117104
Solo,"['Action', 'Sci-Fi', 'Thriller']",1996,117688
The Substitute,"['Action', 'Crime', 'Drama']",1996,117774
True Crime,"['Mystery', 'Thriller']",1996,114736
Feeling Minnesota,"['Drama', 'Romance']",1996,116289
Delta of Venus,['Drama'],1995,109593
Angus,['Comedy'],1995,112368
Boys,['Drama'],1996,115742
The Quest,"['Action', 'Adventure']",1996,117420
Sunset Park,['Drama'],1996,117784
Mulholland Falls,"['Crime', 'Drama', 'Thriller']",1996,117107
The Truth About Cats & Dogs,"['Comedy', 'Romance']",1996,117979
Oliver & Company,"['Adventure', 'Animation', 'Children', 'Comedy', 'Musical']",1988,95776
Celtic Pride,['Comedy'],1996,115851
Flipper,"['Adventure', 'Children']",1996,116322
Dead Man,"['Drama', 'Mystery', 'Western']",1995,112817
"Horseman on the Roof, The (Hussard sur le toit, Le)","['Drama', 'Romance']",1995,113362
"Visitors, The (Visiteurs, Les)","['Comedy', 'Fantasy', 'Sci-Fi']",1993,108500
Multiplicity,['Comedy'],1996,117108
Wallace & Gromit: The Best of Aardman Animation,"['Adventure', 'Animation', 'Comedy']",1996,118114
The Haunted World of Edward D. Wood Jr.,['Documentary'],1996,113270
The Craft,"['Drama', 'Fantasy', 'Horror', 'Thriller']",1996,115963
The Great White Hype,['Comedy'],1996,116448
Last Dance,['Drama'],1996,116827
Cold Comfort Farm,['Comedy'],1995,112701
Heaven's Prisoners,"['Crime', 'Thriller']",1996,116508
The Rock,"['Action', 'Adventure', 'Thriller']",1996,117500
Cemetery Man (Dellamorte Dellamore),['Horror'],1994,109592
Twister,"['Action', 'Adventure', 'Romance', 'Thriller']",1996,117998
Barb Wire,"['Action', 'Sci-Fi']",1996,115624
Ghost in the Shell (Kôkaku kidôtai),"['Animation', 'Sci-Fi']",1995,113568
Thinner,"['Horror', 'Thriller']",1996,117894
Spy Hard,['Comedy'],1996,117723
Wallace & Gromit: A Close Shave,"['Animation', 'Children', 'Comedy']",1995,112691
The Stupids,['Comedy'],1996,117768
The Arrival,"['Action', 'Sci-Fi', 'Thriller']",1996,115571
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"['Comedy', 'War']",1964,57012
Ashes of Time (Dung che sai duk),['Drama'],1994,109688
Maya Lin: A Strong Clear Vision,['Documentary'],1994,110480
Stalingrad,"['Drama', 'War']",1993,108211
The Phantom,"['Action', 'Adventure']",1996,117331
Striptease,"['Comedy', 'Crime']",1996,117765
Heavy,"['Drama', 'Romance']",1995,113280
Jack,"['Comedy', 'Drama']",1996,116669
I Shot Andy Warhol,['Drama'],1996,116594
Touki Bouki,['Drama'],1973,70820
Spirits of the Dead,"['Horror', 'Mystery']",1968,63715
Trainspotting,"['Comedy', 'Crime', 'Drama']",1996,117951
'Til There Was You,"['Drama', 'Romance']",1997,118523
Independence Day (a.k.a. ID4),"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",1996,116629
Stealing Beauty,['Drama'],1996,117737
The Fan,"['Drama', 'Thriller']",1996,116277
The Hunchback of Notre Dame,"['Animation', 'Children', 'Drama', 'Musical', 'Romance']",1996,116583
The Cable Guy,"['Comedy', 'Thriller']",1996,115798
Kingpin,['Comedy'],1996,116778
Eraser,"['Action', 'Drama', 'Thriller']",1996,116213
The Nutty Professor,"['Comedy', 'Fantasy', 'Romance', 'Sci-Fi']",1996,117218
"Unforgettable Summer, An (Un été inoubliable)",['Drama'],1994,111546
"The Last Klezmer: Leopold Kozlowski, His Life and Music",['Documentary'],1994,113610
Somebody to Love,['Drama'],1994,111237
Daylight,"['Action', 'Adventure', 'Drama', 'Thriller']",1996,116040
The Frighteners,"['Comedy', 'Horror', 'Thriller']",1996,116365
Lone Star,"['Drama', 'Mystery', 'Western']",1996,116905
Harriet the Spy,"['Children', 'Comedy']",1996,116493
Phenomenon,"['Drama', 'Romance']",1996,117333
Walking and Talking,"['Comedy', 'Drama', 'Romance']",1996,118113
She's the One,"['Comedy', 'Romance']",1996,117628
A Time to Kill,"['Drama', 'Thriller']",1996,117913
American Buffalo,"['Crime', 'Drama']",1996,115530
Alaska,"['Adventure', 'Children']",1996,115493
Fled,"['Action', 'Adventure']",1996,116320
Kazaam,"['Children', 'Comedy', 'Fantasy']",1996,116756
Larger Than Life,['Comedy'],1996,116823
A Very Brady Sequel,['Comedy'],1996,118073
"Collector, The (La collectionneuse)",['Drama'],1967,61495
Kaspar Hauser,"['Drama', 'Mystery']",1993,110246
The Adventures of Pinocchio,"['Adventure', 'Children']",1996,115472
Joe's Apartment,"['Comedy', 'Fantasy', 'Musical']",1996,116707
The First Wives Club,['Comedy'],1996,116313
Ransom,"['Crime', 'Thriller']",1996,117438
High School High,['Comedy'],1996,116531
Foxfire,['Drama'],1996,116353
Chain Reaction,"['Action', 'Adventure', 'Thriller']",1996,115857
Matilda,"['Children', 'Comedy', 'Fantasy']",1996,117008
Emma,"['Comedy', 'Drama', 'Romance']",1996,116191
The Crow: City of Angels,"['Action', 'Thriller']",1996,115986
House Arrest,"['Children', 'Comedy']",1996,116571
"Eyes Without a Face (Yeux sans visage, Les)",['Horror'],1959,53459
Tales from the Crypt Presents: Bordello of Blood,"['Comedy', 'Horror']",1996,117826
The Spitfire Grill,['Drama'],1996,117718
Escape from L.A.,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",1996,116225
Basquiat,['Drama'],1996,115632
Tin Cup,"['Comedy', 'Drama', 'Romance']",1996,117918
The Godfather,"['Crime', 'Drama']",1972,68646
Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha),"['Action', 'Comedy', 'Crime', 'Thriller']",1992,104558
Bound,"['Crime', 'Drama', 'Romance', 'Thriller']",1996,115736
Carpool,"['Comedy', 'Crime']",1996,115836
Kansas City,"['Crime', 'Drama', 'Musical', 'Thriller']",1996,116745
Gone Fishin',['Comedy'],1997,119214
Nothing to Lose,"['Action', 'Crime', 'Drama']",1994,110693
Supercop 2 (Project S) (Chao ji ji hua),"['Action', 'Comedy', 'Crime', 'Thriller']",1993,106544
The Relic,"['Horror', 'Thriller']",1997,120004
The Island of Dr. Moreau,"['Sci-Fi', 'Thriller']",1996,116654
First Kid,"['Children', 'Comedy']",1996,116311
The Trigger Effect,"['Drama', 'Thriller']",1996,117965
Bogus,"['Children', 'Drama', 'Fantasy']",1996,115725
Bulletproof,"['Action', 'Comedy', 'Crime']",1996,115783
Land Before Time III: The Time of the Great Giving,"['Adventure', 'Animation', 'Children', 'Musical']",1995,113596
1-900 (06),"['Drama', 'Romance']",1994,109001
Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers),"['Horror', 'Thriller']",1995,113253
Twelfth Night,"['Comedy', 'Drama', 'Romance']",1996,117991
Mother Night,['Drama'],1996,117093
Wild Reeds (Les roseaux sauvages),['Drama'],1994,111019
For Whom the Bell Tolls,"['Adventure', 'Drama', 'Romance', 'War']",1943,35896
The Philadelphia Story,"['Comedy', 'Drama', 'Romance']",1940,32904
Singin' in the Rain,"['Comedy', 'Musical', 'Romance']",1952,45152
An American in Paris,"['Musical', 'Romance']",1951,43278
Funny Face,"['Comedy', 'Musical']",1957,50419
Breakfast at Tiffany's,"['Drama', 'Romance']",1961,54698
Vertigo,"['Drama', 'Mystery', 'Romance', 'Thriller']",1958,52357
Rear Window,"['Mystery', 'Thriller']",1954,47396
It Happened One Night,"['Comedy', 'Romance']",1934,25316
Gaslight,"['Drama', 'Thriller']",1944,36855
The Gay Divorcee,"['Comedy', 'Musical', 'Romance']",1934,25164
North by Northwest,"['Action', 'Adventure', 'Mystery', 'Romance', 'Thriller']",1959,53125
The Apartment,"['Comedy', 'Drama', 'Romance']",1960,53604
Some Like It Hot,"['Comedy', 'Crime']",1959,53291
Charade,"['Comedy', 'Crime', 'Mystery', 'Romance', 'Thriller']",1963,56923
Casablanca,"['Drama', 'Romance']",1942,34583
The Maltese Falcon,"['Film-Noir', 'Mystery']",1941,33870
My Fair Lady,"['Comedy', 'Drama', 'Musical', 'Romance']",1964,58385
Sabrina,"['Comedy', 'Romance']",1954,47437
Roman Holiday,"['Comedy', 'Drama', 'Romance']",1953,46250
The Little Princess,"['Children', 'Drama']",1939,31580
Meet Me in St. Louis,['Musical'],1944,37059
The Wizard of Oz,"['Adventure', 'Children', 'Fantasy', 'Musical']",1939,32138
Gone with the Wind,"['Drama', 'Romance', 'War']",1939,31381
My Favorite Year,['Comedy'],1982,84370
Sunset Blvd. (a.k.a. Sunset Boulevard),"['Drama', 'Film-Noir', 'Romance']",1950,43014
Citizen Kane,"['Drama', 'Mystery']",1941,33467
2001: A Space Odyssey,"['Adventure', 'Drama', 'Sci-Fi']",1968,62622
All About Eve,['Drama'],1950,42192
The Women,['Comedy'],1939,32143
Rebecca,"['Drama', 'Mystery', 'Romance', 'Thriller']",1940,32976
Foreign Correspondent,"['Drama', 'Film-Noir', 'Mystery', 'Thriller']",1940,32484
Notorious,"['Film-Noir', 'Romance', 'Thriller']",1946,38787
Spellbound,"['Mystery', 'Romance', 'Thriller']",1945,38109
An Affair to Remember,"['Drama', 'Romance']",1957,50105
To Catch a Thief,"['Crime', 'Mystery', 'Romance', 'Thriller']",1955,48728
Father of the Bride,['Comedy'],1950,42451
The Band Wagon,"['Comedy', 'Musical']",1953,45537
Ninotchka,"['Comedy', 'Romance']",1939,31725
Love in the Afternoon,"['Comedy', 'Romance']",1957,50658
Gigi,['Musical'],1958,51658
The Adventures of Robin Hood,"['Action', 'Adventure', 'Romance']",1938,29843
The Mark of Zorro,['Adventure'],1940,32762
Laura,"['Crime', 'Film-Noir', 'Mystery']",1944,37008
The Ghost and Mrs. Muir,"['Drama', 'Fantasy', 'Romance']",1947,39420
Lost Horizon,['Drama'],1937,29162
Top Hat,"['Comedy', 'Musical', 'Romance']",1935,27125
To Be or Not to Be,"['Comedy', 'Drama', 'War']",1942,35446
My Man Godfrey,"['Comedy', 'Romance']",1936,28010
Giant,"['Drama', 'Romance', 'Western']",1956,49261
East of Eden,['Drama'],1955,48028
The Thin Man,"['Comedy', 'Crime']",1934,25878
His Girl Friday,"['Comedy', 'Romance']",1940,32599
Around the World in 80 Days,"['Adventure', 'Comedy']",1956,48960
It's a Wonderful Life,"['Children', 'Drama', 'Fantasy', 'Romance']",1946,38650
Mr. Smith Goes to Washington,['Drama'],1939,31679
Bringing Up Baby,"['Comedy', 'Romance']",1938,29947
Penny Serenade,"['Drama', 'Romance']",1941,34012
Of Human Bondage,['Drama'],1934,25586
Little Lord Fauntleroy,['Drama'],1936,27893
The Inspector General,['Musical'],1949,41509
The 39 Steps,"['Drama', 'Mystery', 'Thriller']",1935,26029
Night of the Living Dead,"['Horror', 'Sci-Fi', 'Thriller']",1968,63350
The African Queen,"['Adventure', 'Comedy', 'Romance', 'War']",1951,43265
Beat the Devil,"['Adventure', 'Comedy', 'Crime', 'Drama', 'Romance']",1953,46414
Cat on a Hot Tin Roof,['Drama'],1958,51459
Meet John Doe,"['Comedy', 'Drama']",1941,33891
A Farewell to Arms,"['Romance', 'War']",1932,22879
Nothing Personal,"['Drama', 'War']",1995,114007
Dangerous Ground,['Drama'],1997,118927
Picnic,['Drama'],1955,48491
The Pompatus of Love,"['Comedy', 'Drama']",1996,117357
Fly Away Home,"['Adventure', 'Children']",1996,116329
Bliss,"['Drama', 'Romance']",1997,118742
Grace of My Heart,"['Comedy', 'Drama']",1996,116442
Maximum Risk,"['Action', 'Adventure', 'Thriller']",1996,117011
Michael Collins,['Drama'],1996,117039
Infinity,['Drama'],1996,116635
Big Night,"['Comedy', 'Drama']",1996,115678
Last Man Standing,"['Action', 'Crime', 'Drama', 'Thriller']",1996,116830
Set It Off,"['Action', 'Crime']",1996,117603
2 Days in the Valley,"['Crime', 'Film-Noir']",1996,115438
Extreme Measures,"['Drama', 'Thriller']",1996,116259
The Glimmer Man,"['Action', 'Thriller']",1996,116421
D3: The Mighty Ducks,"['Children', 'Comedy']",1996,116000
The Chamber,['Drama'],1996,115862
The Apple Dumpling Gang,"['Children', 'Comedy', 'Western']",1975,72653
"Davy Crockett, King of the Wild Frontier","['Adventure', 'Western']",1955,47977
Escape to Witch Mountain,"['Adventure', 'Children', 'Fantasy']",1975,72951
The Love Bug,"['Children', 'Comedy']",1969,64603
Herbie Rides Again,"['Children', 'Comedy', 'Fantasy', 'Romance']",1974,71607
Old Yeller,"['Children', 'Drama']",1957,50798
The Parent Trap,"['Children', 'Comedy', 'Romance']",1961,55277
Pollyanna,"['Children', 'Comedy', 'Drama']",1960,54195
Homeward Bound: The Incredible Journey,"['Adventure', 'Children', 'Drama']",1993,107131
The Shaggy Dog,"['Children', 'Comedy']",1959,53271
Swiss Family Robinson,"['Adventure', 'Children']",1960,54357
That Darn Cat!,"['Children', 'Comedy', 'Mystery']",1965,59793
"20,000 Leagues Under the Sea","['Adventure', 'Drama', 'Sci-Fi']",1954,46672
Cool Runnings,['Comedy'],1993,106611
Angels in the Outfield,"['Children', 'Comedy']",1994,109127
Cinderella,"['Animation', 'Children', 'Fantasy', 'Musical', 'Romance']",1950,42332
Winnie the Pooh and the Blustery Day,"['Animation', 'Children', 'Musical']",1968,63819
The Three Caballeros,"['Animation', 'Children', 'Musical']",1945,38166
The Sword in the Stone,"['Animation', 'Children', 'Fantasy', 'Musical']",1963,57546
Robin Hood: Prince of Thieves,"['Adventure', 'Drama']",1991,102798
Mary Poppins,"['Children', 'Comedy', 'Fantasy', 'Musical']",1964,58331
Dumbo,"['Animation', 'Children', 'Drama', 'Musical']",1941,33563
Pete's Dragon,"['Adventure', 'Animation', 'Children', 'Musical']",1977,76538
Bedknobs and Broomsticks,"['Adventure', 'Children', 'Musical']",1971,66817
Alice in Wonderland,"['Adventure', 'Animation', 'Children', 'Fantasy', 'Musical']",1951,43274
The Fox and the Hound,"['Animation', 'Children', 'Drama']",1981,82406
Freeway,"['Comedy', 'Crime', 'Drama', 'Thriller']",1996,116361
The Sound of Music,"['Musical', 'Romance']",1965,59742
Die Hard,"['Action', 'Crime', 'Thriller']",1988,95016
The Lawnmower Man,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",1992,104692
The Secret Agent,['Drama'],1996,117582
Secrets & Lies,['Drama'],1996,117589
That Thing You Do!,"['Comedy', 'Drama']",1996,117887
To Gillian on Her 37th Birthday,"['Drama', 'Romance']",1996,117924
Beautiful Thing,"['Drama', 'Romance']",1996,115640
The Long Kiss Goodnight,"['Action', 'Drama', 'Thriller']",1996,116908
The Ghost and the Darkness,"['Action', 'Adventure']",1996,116409
Looking for Richard,"['Documentary', 'Drama']",1996,116913
Trees Lounge,['Drama'],1996,117958
Normal Life,"['Crime', 'Drama', 'Romance']",1996,117202
Get on the Bus,['Drama'],1996,116404
Shadow Conspiracy,['Thriller'],1997,120107
Jude,['Drama'],1996,116722
